Company Name,Ticker,Zacks Industry Rank,Zacks Rank,VGM Score
"Fortress Transportation and Infrastructure Investors LLC","FTAI","152","3","F"
"Farfetch Limited","FTCH","195","3","D"
"Frontdoor, Inc.","FTDR","203","3","A"
"Fuel Tech, Inc.","FTEK","152","3","D"
"TechnipFMC plc","FTI","78","3","C"
"Fortinet, Inc.","FTNT","59","2","B"
"Fortis Inc.","FTS","76","3","C"
"Fortive Corporation","FTV","135","3","C"
"Fuji Heavy Industries Ltd.","FUJHY","243","3","A"
"Fujifilm Holdings Corp.","FUJIY","81","3","A"
"H. B. Fuller Company","FUL","150","4","B"
"Fulton Financial Corporation","FULT","219","3","F"
"Cedar Fair, L.P.","FUN","121","3","F"
"Fuchs Petrolub SE Unsponsored ADR","FUPBY","148","3","D"
"Arcimoto, Inc.","FUV","165","2","F"
"Fvcbankcorp, Inc.","FVCB","247","3","D"
"Liberty Media Corporation","FWONA","212","2","F"
"Liberty Media Corporation","FWONK","212","4","F"
"Forward Air Corporation","FWRD","207","5","B"
"Genpact Limited","G","223","3","D"
"German American Bancorp, Inc.","GABC","236","3","C"
"Gaia, Inc.","GAIA","161","3","C"
"Gladstone Investment Corporation","GAIN","152","4","F"
"Garrison Capital Inc.","GARS","152","3","F"
"StealthGas, Inc.","GASS","69","3","A"
"GATX Corporation","GATX","243","4","D"
"Glacier Bancorp, Inc.","GBCI","141","3","F"
"Golub Capital BDC, Inc.","GBDC","152","4","D"
"Greenbrier Companies, Inc. The","GBX","243","5","D"
"GAIN Capital Holdings, Inc.","GCAP","150","1","B"
"New Media Investment Group Inc.","GCI","195","3","B"
"Genesco Inc.","GCO","195","5","A"
"GCP Applied Technologies Inc.","GCP","203","3","C"
"General Dynamics Corporation","GD","139","3","D"
"Golden Entertainment, Inc.","GDEN","120","4","D"
"Green Dot Corporation","GDOT","191","3","B"
"GDS HOLDINGS","GDS","75","3","D"
"ChaSerg Technology Acquisition Corp.","GDYN","81","3","F"
"General Electric Company","GE","183","3","F"
"GEA GROUP AG SP","GEAGY","219","4","A"
"Great Elm Capital Group, Inc.","GECC","161","3","A"
"GECINA ACT NOM","GECFF","80","4","D"
"Greif, Inc.","GEF","126","3","B"
"Genesis Energy, L.P.","GEL","125","3","C"
"Geely Automobile Holdings Ltd.","GELYY","243","3","A"
"Guess, Inc.","GES","195","2","A"
"Guaranty Federal Bancshares, Inc.","GFED","181","3","A"
"Griffon Corporation","GFF","183","5","B"
"GFL Environmental Inc.","GFL","183","3","C"
"General Finance Corporation","GFN","56","3","A"
"G4S PLC","GFSZY","62","4","A"
"Grupo Financiero Galicia S.A.","GGAL","165","1","A"
"Gerdau S.A.","GGB","167","3","B"
"Graco Inc.","GGG","219","4","D"
"GreenTree Hospitality Group Ltd. Sponsored ADR","GHG","207","3","C"
"Greenhill  Co., Inc.","GHL","150","4","C"
"CGI Group, Inc.","GIB","167","4","A"
"GIII Apparel Group, LTD.","GIII","195","4","A"
"Gildan Activewear, Inc.","GIL","195","3","F"
"Glaukos Corporation","GKOS","69","3","F"
"Globe Life Inc.","GL","152","3","B"
"Gladstone Capital Corporation","GLAD","152","3","B"
"Glanbia Plc ADR","GLAPY","212","3","A"
"GCI Liberty, Inc.","GLIBA","50","2","B"
"Golar LNG Limited","GLNG","69","3","B"
"Globant S.A.","GLOB","56","3","F"
"GasLog LP.","GLOG","69","2","C"
"GasLog Partners LP","GLOP","69","3","C"
"Global Partners LP","GLP","125","3","A"
"Galp Energia SGPS SA","GLPEY","180","3","B"
"Gaming and Leisure Properties, Inc.","GLPI","80","3","C"
"Glatfelter","GLT","152","3","D"
"Corning Incorporated","GLW","67","4","F"
"General Motors Company","GM","240","4","C"
"GameStop Corp.","GME","212","3","A"
"Globus Medical, Inc.","GMED","69","4","F"
"Golar LNG Partners LP","GMLP","125","3","A"
"Global Medical REIT Inc.","GMRE","80","2","C"
"GMS Inc.","GMS","233","4","A"
"GNC Holdings, Inc.","GNC","195","4","C"
"Genco Shipping  Trading Limited Warrants Expiring 12312021","GNK","69","3","F"
"Global Net Lease, Inc.","GNL","80","4","C"
"GenMark Diagnostics, Inc.","GNMK","69","1","C"
"GN STORE NORD","GNNDY","68","3","B"
"Generac Holdlings Inc.","GNRC","212","3","D"
"LRAD Corporation","GNSS","212","3","D"
"Gentex Corporation","GNTX","165","3","B"
"Guaranty Bancshares Inc.","GNTY","218","3","C"
"Gogo Inc.","GOGO","50","3","B"
"Gol Linhas Aereas Inteligentes S.A.","GOL","135","3","A"
"Acushnet Holdings Corp.","GOLF","135","4","F"
"Gladstone Commercial Corporation","GOOD","80","3","C"
"Canada Goose Holdings Inc.","GOOS","195","5","B"
"Genuine Parts Company","GPC","229","4","C"
"Group 1 Automotive, Inc.","GPI","207","3","A"
"Graphic Packaging Holding Company","GPK","126","2","B"
"Great Panther Silver Limited","GPL","81","3","C"
"Granite Point Mortgage Trust Inc.","GPMT","203","5","F"
"Global Payments Inc.","GPN","191","3","C"
"Green Plains Partners LP","GPP","206","3","B"
"Green Plains, Inc.","GPRE","150","3","A"
"GoPro, Inc.","GPRO","134","3","F"
"The Gap, Inc.","GPS","195","3","A"
"W.R. Grace  Co.","GRA","150","4","D"
"Green Brick Partners, Inc.","GRBK","183","3","A"
"Garmin Ltd.","GRMN","121","4","D"
"Granite Real Estate Inc.","GRP.U","80","3","D"
"The Goldman Sachs Group, Inc.","GS","150","3","F"
"Globalstar, Inc.","GSAT","74","3","D"
"Great Southern Bancorp, Inc.","GSBC","181","3","D"
"Goldman Sachs BDC, Inc.","GSBD","152","4","F"
"Goosehead Insurance Inc.","GSHD","141","3","F"
"GreenSky, Inc.","GSKY","75","3","B"
"Global Ship Lease, Inc.","GSL","69","4","A"
"GSX Techedu Inc. Unsponsored ADR","GSX","75","3","C"
"The Goodyear Tire  Rubber Company","GT","167","4","F"
"Gates Industrial Corporation PLC","GTES","160","3","F"
"Chart Industries, Inc.","GTLS","219","3","C"
"Gray Television, Inc.","GTN","161","3","A"
"GTT Communications, Inc.","GTT","81","4","B"
"Garrett Motion Inc.","GTX","165","4","A"
"Getty Realty Corporation","GTY","80","3","D"
"Granite Construction Incorporated","GVA","76","3","B"
"Great Western Bancorp, Inc.","GWB","219","5","C"
"GW Pharmaceuticals PLC","GWPH","68","2","D"
"Guidewire Software, Inc.","GWRE","126","3","F"
"W.W. Grainger, Inc.","GWW","207","4","A"
"Gazprom Neft OAO","GZPFY","148","5","A"
"Hyatt Hotels Corporation","H","207","3","F"
"Hawaiian Holdings, Inc.","HA","135","3","C"
"Haemonetics Corporation","HAE","68","4","D"
"Hanmi Financial Corporation","HAFC","141","3","C"
"Halliburton Company","HAL","78","3","D"
"Hallmark Financial Services, Inc.","HALL","141","3","B"
"Hannon Armstrong Sustainable Infrastructure Capital, Inc.","HASI","203","2","D"
"Haynes International, Inc.","HAYN","195","3","A"
"HAYS PLC","HAYPY","203","3","A"
"Huntington Bancshares Incorporated","HBAN","236","3","C"
"Hamilton Beach Brands Holding Company","HBB","144","3","A"
"Home Bancorp, Inc.","HBCP","247","3","D"
"Hanesbrands Inc.","HBI","195","5","F"
"Howard Bancorp, Inc.","HBMD","219","3","C"
"Horizon Bancorp IN","HBNC","219","4","D"
"HBT Financial, Inc.","HBT","219","4","C"
"HCA Healthcare, Inc.","HCA","177","5","B"
"Harvest Capital Credit Corporation","HCAP","161","3","D"
"Health Catalyst, Inc.","HCAT","69","3","D"
"Warrior Met Coal Inc.","HCC","63","4","D"
"HeritageCrystal Clean, Inc.","HCCI","152","3","B"
"HUNT COMPANIES FINANCE TRUST, INC.","HCFT","203","1","B"
"HC2 Holdings, Inc.","HCHC","183","3","B"
"HITACHI CHEMICL","HCHMY","192","2","A"
"HCI Group, Inc.","HCI","141","3","A"
"The Hackett Group, Inc.","HCKT","152","3","C"
"Hutchison China MediTech Limited","HCM","68","3","C"
"Healthcare Services Group, Inc.","HCSG","56","3","A"
"The Home Depot, Inc.","HD","233","3","B"
"HDFC Bank Limited","HDB","165","4","D"
"HeidelbergCement AG","HDELY","219","3","A"
"HD Supply Holdings, Inc.","HDS","207","4","A"
"Hudson Technologies, Inc.","HDSN","207","3","B"
"Hawaiian Electric Industries, Inc.","HE","76","4","D"
"Turtle Beach Corporation","HEAR","67","1","B"
"HE Equipment Services, Inc.","HEES","229","5","C"
"Heico Corporation","HEI","211","3","B"
"Heineken NV","HEINY","167","4","B"
"Helen of Troy Limited","HELE","163","3","A"
"Hess Corporation","HES","81","3","B"
"Hess Midstream Partners LP","HESM","167","2","A"
"HEXO Corp.","HEXO","68","3","F"
"HollyFrontier Corporation","HFC","180","5","A"
"Heritage Financial Corporation","HFWA","181","3","B"
"Hilton Grand Vacations Inc.","HGV","207","3","C"
"Howard Hughes Corporation The","HHC","183","3","F"
"HeadHunter Group PLC Sponsored ADR","HHR","56","3","C"
"Hillenbrand Inc","HI","236","3","B"
"Hibbett Sports, Inc.","HIBB","192","3","B"
"The Hartford Financial Services Group, Inc.","HIG","141","3","C"
"Huntington Ingalls Industries, Inc.","HII","139","4","D"
"H.I.S. Co., Ltd.","HISJF","121","3","C"
"Highwoods Properties, Inc.","HIW","80","3","C"
"Hecla Mining Company","HL","81","3","F"
"Heartland BancCorp.","HLAN","236","5","D"
"Henderson Land Development Co.","HLDCY","139","3","C"
"Herbalife LTD.","HLF","195","3","A"
"Halfords Group Plc","HLFDY","165","2","A"
"Houlihan Lokey, Inc.","HLI","152","3","C"
"Helios Technologies, Inc","HLIO","219","3","B"
"Harmonic Inc.","HLIT","67","4","F"
"HALMA PLC","HLMAF","62","3","C"
"Hamilton Lane Inc.","HLNE","161","4","D"
"Hilton Worldwide Holdings Inc.","HLT","207","5","F"
"Helix Energy Solutions Group, Inc.","HLX","78","3","F"
"Honda Motor Co., Ltd.","HMC","243","5","A"
"Houghton Mifflin Harcourt Company","HMHC","56","2","D"
"Hoegh LNG Partners LP","HMLP","69","3","B"
"Horace Mann Educators Corporation","HMN","141","2","A"
"Hammerson PLC","HMSNF","80","3","C"
"HomeStreet, Inc.","HMST","181","4","F"
"HMS Holdings Corp","HMSY","69","2","C"
"Hanger Inc.","HNGR","79","3","F"
"Hennes  Mauritz AB","HNNMY","195","3","B"
"Huaneng Power International, Inc.","HNP","76","4","B"
"Hallador Energy Company","HNRG","63","3","B"
"Hoya Corp.","HOCPY","121","3","B"
"HarleyDavidson, Inc.","HOG","240","5","D"
"Hollysys Automation Technologies, Ltd.","HOLI","81","4","C"
"Hologic, Inc.","HOLX","69","3","B"
"Home BancShares, Inc.","HOMB","247","4","C"
"At Home Group Inc.","HOME","192","4","C"
"Honeywell International Inc.","HON","183","3","D"
"HarborOne Bancorp, Inc.","HONE","219","3","D"
"Hope Bancorp, Inc.","HOPE","141","3","C"
"Hewlett Packard Enterprise Company","HPE","81","4","C"
"Hudson Pacific Properties, Inc.","HPP","80","3","B"
"HealthEquity, Inc.","HQY","63","3","B"
"Healthcare Realty Trust Incorporated","HR","80","3","D"
"HR Block, Inc.","HRB","212","2","C"
"HillRom Holdings, Inc.","HRC","68","3","A"
"Haier Electronics Group Co.","HRELY","144","3","A"
"Hargreaves Lansdown plc","HRGLY","161","3","C"
"Herc Holdings Inc.","HRI","243","3","B"
"Hormel Foods Corporation","HRL","144","3","C"
"Imprimis Pharmaceuticals, Inc.","HROW","63","3","D"
"Heritage Insurance Holdings, Inc.","HRTG","141","3","A"
"Horizon Technology Finance Corporation","HRZN","152","3","F"
"HSBC Holdings plc","HSBC","165","4","F"
"Harsco Corporation","HSC","75","4","D"
"Helius Medical Technologies, Inc.","HSDT","69","1","D"
"Henry Schein, Inc.","HSIC","167","4","B"
"Heidrick  Struggles International, Inc.","HSII","203","5","D"
"Hang Seng Bank Ltd.","HSNGY","165","3","D"
"Hudson Global, Inc.","HSON","223","3","B"
"Host Hotels  Resorts, Inc.","HST","80","3","F"
"Hershey Company The","HSY","183","3","D"
"Hersha Hospitality Trust","HT","80","3","F"
"Healthcare Trust of America, Inc.","HTA","80","3","C"
"HomeTrust Bancshares, Inc.","HTBI","247","3","D"
"Heritage Commerce Corp","HTBK","141","3","D"
"HITACHI CONSTR","HTCMY","229","4","A"
"Hercules Capital, Inc.","HTGC","152","3","F"
"HTG Molecular Diagnostics, Inc.","HTGM","69","3","F"
"Hilltop Holdings Inc.","HTH","247","3","F"
"Hitachi Ltd.","HTHIY","183","2","A"
"China Lodging Group, Limited","HTHT","207","3","B"
"Heartland Express, Inc.","HTLD","207","3","B"
"Heartland Financial USA, Inc.","HTLF","236","4","D"
"Hertz Global Holdings, Inc","HTZ","206","4","B"
"Hubbell Inc","HUBB","249","4","A"
"Hub Group, Inc.","HUBG","206","5","A"
"Hudson Ltd.","HUD","121","3","C"
"Humana Inc.","HUM","81","2","A"
"Huntsman Corporation","HUN","192","3","F"
"Huron Consulting Group Inc.","HURN","152","4","F"
"HUYA Inc. Sponsored ADR","HUYA","56","3","A"
"Hannover Ruck SE","HVRRY","81","4","A"
"Haverty Furniture Companies, Inc.","HVT","192","3","B"
"Hancock Whitney Corporation","HWC","247","5","F"
"HOWDEN JOINERY","HWDJY","144","4","D"
"Hawkins, Inc.","HWKN","150","3","A"
"Howmet Aerospace Inc.","HWM","160","2","C"
"Hexcel Corporation","HXL","211","5","F"
"HyreCar Inc.","HYRE","206","3","F"
"Horizon Global Corporation","HZN","165","3","D"
"MarineMax, Inc.","HZO","192","5","A"
"IAA, Inc.","IAA","240","3","D"
"Integra LifeSciences Holdings Corporation","IART","69","4","F"
"Industrias Bachoco, S.A. de C.V.","IBA","144","3","A"
"Independent Bank Corporation","IBCP","236","4","B"
"IBERIABANK Corporation","IBKC","247","4","C"
"Interactive Brokers Group, Inc.","IBKR","150","3","B"
"International Business Machines Corporation","IBM","81","3","B"
"ICICI Bank Limited","IBN","165","3","D"
"Installed Building Products, Inc.","IBP","203","4","A"
"Independent Bank Group, Inc","IBTX","247","4","D"
"International Consolidated Airlines Group SA","ICAGY","135","3","D"
"County Bancorp, Inc.","ICBK","219","5","F"
"ICF International, Inc.","ICFI","183","3","D"
"iClick Interactive Asia Group Ltd.","ICLK","75","2","F"
"ICON PLC","ICLR","63","3","B"
"CM Finance Inc","ICMB","152","3","F"
"ICU Medical, Inc.","ICUI","68","3","C"
"IDACORP, Inc.","IDA","76","3","D"
"Industrial  Commercial Bank of China Ltd.","IDCBY","165","3","A"
"InterDigital, Inc.","IDCC","59","1","D"
"Industria de Diseno Textil SA","IDEXY","195","3","A"
"Intellicheck Mobilisa, Inc.","IDN","62","2","D"
"IDEXX Laboratories, Inc.","IDXX","69","3","D"
"Infrastructure and Energy Alternatives, Inc.","IEA","139","3","D"
"Icahn Enterprises L.P.","IEP","183","3","F"
"IDEX Corporation","IEX","219","4","C"
"International Game Technology","IGT","120","3","D"
"Intercontinental Hotels Group","IHG","207","4","F"
"IHI CORP","IHICY","219","4","B"
"iHeartMedia, Inc.","IHRT","161","3","F"
"Information Services Group, Inc.","III","152","3","B"
"IntriCon Corporation","IIN","144","3","F"
"Innovative Industrial Properties, Inc.","IIPR","80","3","C"
"IIVI Incorporated","IIVI","148","1","C"
"INTERTEK GP PLC","IKTSY","152","3","B"
"Industrial Logistics Properties Trust","ILPT","80","3","B"
"IMAX Corporation","IMAX","177","4","F"
"Imperial Tobacco Group PLC","IMBBY","73","3","A"
"IMI PLC","IMIAY","160","3","A"
"Ingles Markets, Incorporated","IMKTA","131","3","A"
"Immersion Corporation","IMMR","133","3","F"
"Imperial Oil Limited","IMO","183","3","C"
"INTERNATIONAL MONEY EXPRESS, INC.","IMXI","191","3","A"
"First Internet Bancorp","INBK","219","4","F"
"Independent Bank Corp.","INDB","219","4","F"
"Infinera Corporation","INFN","56","3","D"
"IHS Markit Ltd.","INFO","152","3","D"
"Infosys Limited","INFY","81","3","A"
"ING Group, N.V.","ING","165","4","F"
"Ingenico Group","INGIY","191","3","C"
"Inogen, Inc","INGN","69","3","F"
"InMode Ltd.","INMD","68","3","F"
"Summit Hotel Properties, Inc.","INN","80","3","F"
"Inovalon Holdings, Inc.","INOV","81","3","C"
"Inspired Entertainment, Inc.","INSE","75","3","A"
"Inspire Medical Systems, Inc.","INSP","69","3","F"
"International Seaways Inc.","INSW","69","3","A"
"World Fuel Services Corporation","INT","180","4","A"
"Intel Corporation","INTC","50","3","B"
"Intelsat S.A.","INTEQ","74","3","B"
"inTest Corporation","INTT","135","3","D"
"Intuit Inc.","INTU","81","4","B"
"Identiv, Inc.","INVE","133","4","F"
"Invitation Home Inc.","INVH","126","2","C"
"InnerWorkings, Inc.","INWK","195","3","A"
"Ion Geophysical Corporation","IO","81","1","C"
"IochpeMaxion SA","IOCJY","165","3","A"
"Adesto Technologies Corporation","IOTS","56","3","D"
"International Paper Company","IP","152","4","B"
"Inter Parfums, Inc.","IPAR","163","5","F"
"Interpublic Group of Companies, Inc. The","IPG","195","4","C"
"IPG Photonics Corporation","IPGP","63","3","F"
"Inphi Corporation","IPHI","81","2","B"
"Intrepid Potash, Inc","IPI","81","4","C"
"iQIYI, Inc. Sponsored ADR","IQ","177","3","C"
"IQVIA Holdings Inc.","IQV","75","3","C"
"Ingersoll Rand Inc.","IR","219","3","D"
"iRobot Corporation","IRBT","81","2","F"
"IRSA Propiedades Comerciales S.A.","IRCP","139","3","A"
"Iridium Communications Inc","IRDM","74","2","D"
"Investors Real Estate Trust","IRET","80","3","D"
"IRIDEX Corporation","IRIX","63","2","D"
"Iron Mountain Incorporated","IRM","80","3","B"
"iRadimed Corporation","IRMD","69","3","D"
"IRSA Inversiones Y Representaciones S.A.","IRS","183","2","B"
"Independence Realty Trust, Inc.","IRT","126","3","D"
"IRHYTHM TECH","IRTC","69","2","F"
"Investors Bancorp, Inc.","ISBC","181","3","F"
"Intesa Sanpaolo SpA","ISNPY","165","4","C"
"Intuitive Surgical, Inc.","ISRG","69","4","C"
"Investar Holding Corporation","ISTR","247","5","D"
"Gartner, Inc.","IT","152","3","B"
"Integer Holdings Corporation","ITGR","69","4","D"
"Iteris, Inc.","ITI","81","3","F"
"Itamar Medical Ltd. Sponsored ADR","ITMR","69","3","F"
"Itochu Corp.","ITOCY","192","3","A"
"Itron, Inc.","ITRI","135","3","B"
"Ituran Location and Control Ltd.","ITRN","62","4","B"
"ITT Inc.","ITT","183","4","C"
"Itau Unibanco Holding S.A.","ITUB","165","3","D"
"Illinois Tool Works Inc.","ITW","219","4","D"
"Intevac, Inc.","IVAC","126","3","C"
"Invacare Corporation","IVC","167","3","C"
"Invesco Ltd.","IVZ","161","5","D"
"Orix Corp Ads","IX","152","4","A"
"Jacobs Engineering Group Inc.","J","160","3","B"
"Jack In The Box Inc.","JACK","167","4","A"
"JAPAN TOB INC","JAPAY","73","3","A"
"JBG SMITH Properties","JBGS","80","3","C"
"J.B. Hunt Transport Services, Inc.","JBHT","207","3","A"
"Jabil, Inc.","JBL","81","3","A"
"JetBlue Airways Corporation","JBLU","135","3","D"
"John Bean Technologies Corporation","JBT","167","4","C"
"Jernigan Capital, Inc.","JCAP","203","4","F"
"Johnson Controls International plc","JCI","62","3","B"
"J. C. Penney Company, Inc.","JCPNQ","167","3","A"
"Communications Systems, Inc.","JCS","67","3","F"
"Jefferies Financial Group Inc.","JEF","152","3","F"
"JELDWEN Holding, Inc.","JELD","163","3","F"
"Janus Capital Group, Inc","JHG","161","4","C"
"James Hardie Industries PLC.","JHX","203","2","B"
"J.Jill, Inc.","JILL","195","3","B"
"Jack Henry  Associates, Inc.","JKHY","81","3","C"
"JinkoSolar Holding Company Limited","JKS","50","3","A"
"Jones Lang LaSalle Incorporated","JLL","139","4","F"
"Jerrick Media Holdings, Inc.","JMDA","75","3","D"
"JMP Group LLC","JMP","150","3","F"
"Johnson Matthey PLC","JMPLY","192","3","A"
"Juniper Networks, Inc.","JNPR","59","3","B"
"51job, Inc.","JOBS","81","3","F"
"JPMorgan Chase  Co.","JPM","247","3","F"
"The Japan Steel Works, Ltd.","JPSWY","219","3","A"
"Jeronimo Martins SGPS SA","JRONY","131","3","A"
"Jerash Holdings US, Inc.","JRSH","195","3","A"
"James River Group Holdings, Ltd.","JRVR","141","3","F"
"J. Sainsbury PLC","JSAIY","131","3","A"
"JSR CP UNSP ADR","JSCPY","167","3","A"
"Jianpu Technology Inc.","JT","75","3","A"
"Nordstrom, Inc.","JWN","195","3","A"
"The Joint Corp.","JYNT","81","3","D"
"Kadant Inc","KAI","219","3","D"
"Kaiser Aluminum Corporation","KALU","227","5","A"
"Kaman Corporation","KAMN","219","4","F"
"KAR Auction Services, Inc","KAR","192","3","F"
"KB Financial Group Inc","KB","165","4","F"
"KBC Group SA","KBCSY","165","4","F"
"KB Home","KBH","245","4","B"
"KBR, Inc.","KBR","160","3","A"
"KDDI Corporation Unsponsored ADR","KDDIY","121","3","A"
"Keurig Dr Pepper, Inc","KDP","121","3","A"
"Kelly Services, Inc.","KELYA","203","3","A"
"Kemet Corporation","KEM","144","4","A"
"Korea Electric Power Corporation","KEP","76","2","D"
"Kirby Corporation","KEX","69","4","A"
"KeyCorp","KEY","247","3","F"
"Keysight Technologies Inc.","KEYS","135","3","B"
"Kforce, Inc.","KFRC","203","4","C"
"KornFerry International","KFY","203","4","A"
"Kingfisher PLC","KGFHY","192","3","A"
"Kuehne  Nagel International Ag","KHNGY","206","3","A"
"OrthoPediatrics Corp.","KIDS","69","3","F"
"KION GROUP AG","KIGRY","207","3","B"
"Kimco Realty Corporation","KIM","181","3","D"
"Kingstone Companies, Inc","KINS","141","3","F"
"Koninklijke KPN NV","KKPNF","183","3","B"
"KKR  Co. Inc.","KKR","161","3","C"
"KLA Corporation","KLAC","121","3","A"
"Pivotal Acquisition Corp.","KLDI","75","3","F"
"Kulicke and Soffa Industries, Inc.","KLIC","126","4","B"
"KLEPIERRE SA","KLPEF","181","3","C"
"GigCapital, Inc.","KLR","81","3","B"
"KLX Energy Services Holdings, Inc.","KLXE","78","3","C"
"Kemper Corporation","KMPR","141","2","B"
"Kennametal Inc.","KMT","195","4","C"
"Komatsu Ltd.","KMTUY","229","4","A"
"CarMax, Inc.","KMX","225","5","D"
"Knowles Corporation","KN","67","3","F"
"Konica Minolta Inc.","KNCAY","240","4","A"
"Konami Corp.","KNMCY","81","4","A"
"Kinsale Capital Group, Inc.","KNSL","141","2","C"
"KnightSwift Transportation Holdings Inc.","KNX","207","3","B"
"Kone Oyj Unsponsored ADR","KNYJY","148","3","D"
"CocaCola Company The","KO","121","3","F"
"Coca Cola Femsa S.A.B. de C.V.","KOF","121","4","C"
"Koppers Holdings Inc.","KOP","192","5","C"
"Kopin Corporation","KOPN","121","2","C"
"The Kroger Co.","KR","131","2","A"
"Kraton Corporation","KRA","150","2","F"
"Kilroy Realty Corporation","KRC","80","3","C"
"KKR Real Estate Finance Trust Inc.","KREF","203","3","C"
"Kite Realty Group Trust","KRG","181","4","D"
"Kearny Financial","KRNY","181","3","D"
"Kronos Worldwide Inc","KRO","192","3","D"
"KIMBELL ROYALTY","KRP","81","3","D"
"Kura Sushi USA, Inc.","KRUS","167","3","D"
"KUSHCO HOLDINGS, INC.","KSHB","183","3","F"
"Kohls Corporation","KSS","167","4","B"
"Kansas City Southern","KSU","222","4","B"
"KT Corporation","KT","121","3","A"
"Kontoor Brands, Inc.","KTB","195","5","D"
"Kratos Defense  Security Solutions, Inc.","KTOS","211","3","D"
"Kubota Corp.","KUBTY","223","3","B"
"Kuraray Co.","KURRY","167","3","A"
"KVH Industries, Inc.","KVHI","67","3","F"
"KennedyWilson Holdings Inc.","KW","139","3","F"
"Kawasaki Heavy Industries Ltd.","KWHIY","219","3","B"
"Quaker Chemical Corporation","KWR","150","4","D"
"Kyocera Corporation","KYOCY","144","4","B"
"Lithium Americas Corp.","LAC","192","3","F"
"Lithia Motors, Inc.","LAD","207","3","A"
"Ladder Capital Corp","LADR","203","3","F"
"Lakeland Industries, Inc.","LAKE","62","3","A"
"Lamar Advertising Company","LAMR","80","3","D"
"Gladstone Land Corporation","LAND","80","2","C"
"Lawson Products, Inc.","LAWS","144","3","B"
"Lazard Ltd","LAZ","161","5","D"
"L Brands, Inc.","LB","195","5","A"
"Lakeland Bancorp, Inc.","LBAI","219","3","B"
"Luther Burbank Corporation","LBC","218","4","D"
"Liberty Broadband Corporation","LBRDA","126","3","F"
"Liberty Broadband Corporation","LBRDK","126","4","F"
"Liberty Oilfield Services Inc.","LBRT","78","3","C"
"Liberty Global PLC","LBTYA","126","2","D"
"LendingClub Corporation","LC","152","3","D"
"LCI Industries","LCII","165","5","B"
"LCNB Corporation","LCNB","219","3","D"
"Leidos Holdings, Inc.","LDOS","139","3","A"
"Lear Corporation","LEA","165","5","C"
"Lincoln Electric Holdings, Inc.","LECO","195","3","D"
"Leggett  Platt, Incorporated","LEG","245","5","D"
"Legacy Housing Corporation","LEGH","139","3","D"
"LEG Immobilien AG","LEGIF","139","4","C"
"Leju Holdings Limited","LEJU","139","2","A"
"Lennar Corporation","LEN","245","3","C"
"Levi Strauss  Co.","LEVI","195","3","B"
"Level One Bancorp, Inc.","LEVL","219","4","F"
"China Life Insurance Company Limited","LFC","177","4","A"
"Lifestyle International Holdings Limited Unsponsored ADR","LFSYY","63","2","D"
"Littelfuse, Inc.","LFUS","144","4","F"
"Lions Gate Entertainment Corp.","LGF.A","177","3","A"
"Legal  General Group PLC","LGGNY","141","4","A"
"LGI Homes, Inc.","LGIH","183","3","A"
"LeGrand SA","LGRVF","81","3","A"
"Laboratory Corporation of America Holdings","LH","167","3","B"
"LHC Group, Inc.","LHCG","63","3","F"
"L3Harris Technologies Inc","LHX","139","3","B"
"Lennox International, Inc.","LII","225","4","D"
"Liberty Global PLC","LILA","50","3","D"
"Linde plc","LIN","78","3","B"
"Lindblad Expeditions Holdings Inc.","LIND","121","4","D"
"LiqTech International, Inc.","LIQT","152","3","F"
"Lumentum Holdings Inc.","LITE","63","3","A"
"LivaNova PLC","LIVN","69","5","F"
"LiveXLive Media, Inc.","LIVX","134","3","F"
"Luckin Coffee Inc. Sponsored ADR","LK","121","2","C"
"Lakeland Financial Corporation","LKFN","236","3","D"
"LKQ Corporation","LKQ","229","4","A"
"Lumber Liquidators Holdings, Inc","LL","233","3","B"
"Legg Mason, Inc.","LM","161","3","A"
"LeMaitre Vascular, Inc.","LMAT","68","3","F"
"Limbach Holdings, Inc.","LMB","81","3","A"
"Limoneira Co","LMNR","81","3","F"
"Luminex Corporation","LMNX","69","1","D"
"Landmark Infrastructure Partners LP","LMRK","139","3","D"
"LIMESTONE BANCORP, INC.","LMST","219","3","B"
"Lockheed Martin Corporation","LMT","139","2","A"
"Lincoln National Corporation","LNC","177","3","D"
"Lindsay Corporation","LNN","223","3","C"
"Li Ning Co.","LNNGY","195","2","A"
"Alliant Energy Corporation","LNT","76","3","B"
"Manhattan Bridge Capital, Inc","LOAN","227","3","C"
"Live Oak Bancshares, Inc.","LOB","247","4","F"
"El Pollo Loco Holdings, Inc.","LOCO","167","3","D"
"Logitech International S.A.","LOGI","133","1","B"
"LogMein, Inc.","LOGM","167","3","B"
"Loma Negra Compania Industrial Argentina S.A. Sponsored ADR","LOMA","245","3","D"
"Loop Industries, Inc.","LOOP","75","3","F"
"The Lovesac Company","LOVE","192","2","B"
"Lowes Companies, Inc.","LOW","233","3","A"
"LG Display Co., Ltd.","LPL","133","3","A"
"LPL Financial Holdings Inc.","LPLA","150","3","A"
"LightPath Technologies, Inc.","LPTH","144","1","B"
"LouisianaPacific Corporation","LPX","163","3","D"
"Liquidity Services, Inc.","LQDT","81","2","C"
"Lam Research Corporation","LRCX","81","3","B"
"LOreal SA","LRLCY","163","3","C"
"Life Storage, Inc.","LSI","80","3","C"
"Landstar System, Inc.","LSTR","207","4","B"
